original_address,used_variant,lat,lon,result
"Grove St & Huron Ave, Cambridge, MA","Grove St & Huron Ave, Cambridge, MA",42.382256,-71.157935,PostGIS: Intersection grove st & huron ave
"Bow St & Arrow St, Cambridge, MA","Bow St & Arrow St, Cambridge, MA",42.3715837,-71.1157013,PostGIS: Intersection bow st & arrow st
"North Point Blvd & North Point Blvd, Cambridge, MA","north point & north point, ma",42.3204468,-71.0413742,PostGIS: Intersection north point & north point
"Centre St & Dana St, Cambridge, MA","Centre St & Dana St, Cambridge, MA",42.369982,-71.110182,PostGIS: Intersection centre st & dana st
"0 Harrington Ter, Cambridge, MA","0 Harrington Ter, Cambridge, MA",42.37222552950511,-71.09442954084854,Nominatim match
"Magazine St & William St, Cambridge, MA","Magazine St & William St, Cambridge, MA",42.3635401,-71.1061998,PostGIS: Intersection magazine st & william st
"0 Churchill Ave, Cambridge, MA","0 Churchill Ave, Cambridge, MA",42.40039975991909,-71.13256752156354,Nominatim match
"Amory St & Amory St, Cambridge, MA","Amory St & Amory St, Cambridge, MA",42.34984,-71.11398,PostGIS: Intersection amory st & amory st
"500 Green St, Cambridge, MA","500 Green St, Cambridge, MA",42.367188150000004,-71.10891920000518,Nominatim match
"0 East St, Cambridge, MA","0 East St, Cambridge, MA",42.371335246918115,-71.07545182397232,Nominatim match
"Jfk St & South St, Cambridge, MA","John F. Kennedy Street & South Street, Cambridge, MA",42.3716402,-71.1209261,PostGIS: Intersection john f. kennedy street & south street
"1400 Mason St, Cambridge, MA","1400 Mason St, Cambridge, MA",42.37645826680309,-71.1226743039764,Nominatim match
"Amherst St & Massachusetts Ave, Cambridge, MA","Amherst St & Massachusetts Ave, Cambridge, MA",42.3581911,-71.0930839,PostGIS: Intersection amherst st & massachusetts ave
"0 Locust St, Cambridge, MA","0 Locust St, Cambridge, MA",42.37807822580109,-71.15146711213828,Nominatim match
"Hampshire St & Windsor St, Cambridge, MA","Hampshire St & Windsor St, Cambridge, MA",42.368764,-71.094789,PostGIS: Intersection hampshire st & windsor st
"0 Prince St, Cambridge, MA","0 Prince St, Cambridge, MA",42.360773319780485,-71.11062378840737,Nominatim match
"Albany St & Pacific St, Cambridge, MA","Albany St & Pacific St, Cambridge, MA",42.358986,-71.1001346,PostGIS: Intersection albany st & pacific st
"0 Chauncy Ln, Cambridge, MA","0 Chauncy Ln, Cambridge, MA",42.37984972114231,-71.12217866501707,Nominatim match
"Church St & Harvard Sq, Cambridge, MA","Church St & Harvard Sq, Cambridge, MA",42.37444893020531,-71.11890974700431,PostGIS: Intersection church st & harvard sq
"Hampshire St & Tremont St, Cambridge, MA","Hampshire St & Tremont St, Cambridge, MA",42.3714929,-71.0981113,PostGIS: Intersection hampshire st & tremont st
"0 Carlisle St, Cambridge, MA","0 Carlisle St, Cambridge, MA",42.372418514378055,-71.09818222962899,Nominatim match
"Binney St & Broadway, Cambridge, MA","Binney St & Broadway, Cambridge, MA",42.3382801,-71.1061449,PostGIS: Intersection binney st & broadway
"Pearl St & Auburn St, Cambridge, MA","Pearl St & Auburn St, Cambridge, MA",42.3631419,-71.1043006,PostGIS: Intersection pearl st & auburn st
"200 Cherry St, Cambridge, MA","200 Cherry St, Cambridge, MA",42.36492113479254,-71.09713754676388,Nominatim match
"Massachusetts Ave & Garfield St, Cambridge, MA","Massachusetts Ave & Garfield St, Cambridge, MA",42.383786,-71.119569,PostGIS: Intersection massachusetts ave & garfield st
"Magazine St & Glenwood Ave, Cambridge, MA","Magazine St & Glenwood Ave, Cambridge, MA",42.3573766,-71.1129953,PostGIS: Intersection magazine st & glenwood ave
"Museum Way & Museum Way, Cambridge, MA","Museum Way & Museum Way, Cambridge, MA",42.3688822,-71.0722548,PostGIS: Intersection museum way & museum way
"200 Cardinal Medeiros Ave, Cambridge, MA","200 Cardinal Medeiros Ave, Cambridge, MA",42.369692361059364,-71.08984401006315,Nominatim match
"0 Blake St, Cambridge, MA","0 Blake St, Cambridge, MA",42.39139794966144,-71.12160551374097,Nominatim match
"0 Dodge St, Cambridge, MA","0 Dodge St, Cambridge, MA",42.36499249964504,-71.11230753280225,Nominatim match
"Carlisle St & Prospect St, Cambridge, MA","Carlisle St & Prospect St, Cambridge, MA",42.3725991,-71.0987061,PostGIS: Intersection carlisle st & prospect st
"Berkshire St & Cambridge St, Cambridge, MA","Berkshire St & Cambridge St, Cambridge, MA",42.3723023,-71.0897783,PostGIS: Intersection berkshire st & cambridge st
"Mellen St & Massachusetts Ave, Cambridge, MA","Mellen St & Massachusetts Ave, Cambridge, MA",42.380855,-71.1197795,PostGIS: Intersection mellen st & massachusetts ave
"0 Seven Pines Ave, Cambridge, MA","0 Seven Pines Ave, Cambridge, MA",42.399319504927554,-71.12954059830052,Nominatim match
"100 Madison Ave, Cambridge, MA","100 Madison Ave, Cambridge, MA",42.39947058057257,-71.13610845856076,Nominatim match
"0 Acorn St, Cambridge, MA","0 Acorn St, Cambridge, MA",42.357458604563696,-71.10919625846341,Nominatim match
"Cambridge St & Cardinal Medeiros Ave, Cambridge, MA","Cambridge St & Cardinal Medeiros Ave, Cambridge, MA",42.3721328,-71.0884504,PostGIS: Intersection cambridge st & cardinal medeiros ave
"0 Mill St, Cambridge, MA","0 Mill St, Cambridge, MA",42.37031623928741,-71.11799086568712,Nominatim match
"0 Main St, Cambridge, MA","0 Main St, Cambridge, MA",42.361804400000004,-71.07991150000001,Nominatim match
"Massachusetts Ave & Central Sq, Cambridge, MA","Massachusetts Ave & Central Sq, Cambridge, MA",42.3349356,-71.0751545,PostGIS: Intersection massachusetts ave & central sq
"500 Windsor St, Cambridge, MA","500 Windsor St, Cambridge, MA",42.36354558618731,-71.09665308044607,Nominatim match
"0 Cottage Park Ave, Cambridge, MA","0 Cottage Park Ave, Cambridge, MA",42.39909370358318,-71.13328750138476,Nominatim match
"Memorial Dr & Flagg St, Cambridge, MA","Memorial Dr & Flagg St, Cambridge, MA",42.3677829,-71.1163563,PostGIS: Intersection memorial dr & flagg st
"Mifflin Pl & Mount Auburn St, Cambridge, MA","Mifflin Pl & Mount Auburn St, Cambridge, MA",42.3732095,-71.122531,PostGIS: Intersection mifflin pl & mount auburn st
"Third St & Hurley St, Cambridge, MA","Third St & Hurley St, Cambridge, MA",42.3682968,-71.0805881,PostGIS: Intersection third st & hurley st
"Linnaean St & Massachusetts Ave, Cambridge, MA","Linnaean St & Massachusetts Ave, Cambridge, MA",42.3848278,-71.1193365,PostGIS: Intersection linnaean st & massachusetts ave
"Erie St & Pearl St, Cambridge, MA","Erie St & Pearl St, Cambridge, MA",42.360057,-71.107667,PostGIS: Intersection erie st & pearl st
"0 Cornelius Way, Cambridge, MA","0 Cornelius Way, Cambridge, MA",42.36900899003365,-71.0895461490791,Nominatim match
"Columbia St & Clement Morgan Park, Cambridge, MA","Columbia Street & Clement G. Morgan Park, Cambridge, MA",42.36485896964904,-71.0986150906252,PostGIS: Buffer intersection clement g. morgan park & columbia street
"100 Chestnut St, Cambridge, MA","100 Chestnut St, Cambridge, MA",42.35764384020037,-71.11055057262357,Nominatim match
"0 Montague St, Cambridge, MA","0 Montague St, Cambridge, MA",42.36421902140441,-71.11303560353424,Nominatim match
"600 Mason St, Cambridge, MA","600 Mason St, Cambridge, MA",42.37645826680309,-71.1226743039764,Nominatim match
"Church St & Church St, Cambridge, MA","Church St & Church St, Cambridge, MA",42.3723125,-71.1790692,PostGIS: Intersection church st & church st
"Allen St & Massachusetts Ave, Cambridge, MA","Allen St & Massachusetts Ave, Cambridge, MA",42.3899178,-71.1204555,PostGIS: Intersection allen st & massachusetts ave
"100 Jay St, Cambridge, MA","100 Jay St, Cambridge, MA",42.36574690649422,-71.11001994453973,Nominatim match
"200 Walden Park, Cambridge, MA","200 Walden Park, Cambridge, MA",42.38699975,-71.13009391505057,Nominatim match
"Broadway & Cambridge St, Cambridge, MA","Broadway & Cambridge St, Cambridge, MA",42.35069080184653,-71.11090805090103,PostGIS: Intersection broadway & cambridge st
"Beech St & Elm Street North, Cambridge, MA","Beech Street & Elm Street, Cambridge, MA",42.3915019,-71.1190005,PostGIS: Intersection beech street & elm street
"Kinnaird St & Pleasant St, Cambridge, MA","Kinnaird St & Pleasant St, Cambridge, MA",42.3638633,-71.1088434,PostGIS: False intersection kinnaird st & pleasant st
"Norfolk St & Bishop Allen Dr, Cambridge, MA","Norfolk St & Bishop Allen Dr, Cambridge, MA",42.3652327,-71.1012764,PostGIS: Intersection norfolk st & bishop allen dr
"Soden St & Western Ave, Cambridge, MA","Soden St & Western Ave, Cambridge, MA",42.3649763,-71.1081286,PostGIS: Intersection soden st & western ave
"100 Reservoir St, Cambridge, MA","100 Reservoir St, Cambridge, MA",42.37992851405124,-71.1361251820371,Nominatim match
"Sherman St & Winslow St, Cambridge, MA","Sherman St & Winslow St, Cambridge, MA",42.3845315,-71.1298507,PostGIS: Intersection sherman st & winslow st
"Hancock St & Harvard St, Cambridge, MA","Hancock St & Harvard St, Cambridge, MA",42.3700518,-71.1068905,PostGIS: Intersection hancock st & harvard st
"Whittemore Ave & Kimball St, Cambridge, MA","Whittemore Ave & Kimball St, Cambridge, MA",42.398684,-71.138016,PostGIS: Intersection whittemore ave & kimball st
"Auburn St & River St, Cambridge, MA","Auburn St & River St, Cambridge, MA",42.3645801,-71.1066988,PostGIS: Intersection auburn st & river st
"100 Thingvalla Ave, Cambridge, MA","100 Thingvalla Ave, Cambridge, MA",42.37615906007968,-71.15423697807428,Nominatim match
"Bishop Allen Dr & Douglass St, Cambridge, MA","Bishop Allen Dr & Douglass St, Cambridge, MA",42.3646919,-71.1003641,PostGIS: Intersection bishop allen dr & douglass st
"200 Fawcett St, Cambridge, MA","200 Fawcett St, Cambridge, MA",42.390939053129884,-71.14609717306958,Nominatim match
"Martin St & Avon St, Cambridge, MA","Martin St & Avon St, Cambridge, MA",42.3822301,-71.122664,PostGIS: Intersection martin st & avon st
"100 Washburn Ave, Cambridge, MA","100 Washburn Ave, Cambridge, MA",42.399553269923395,-71.13115081765221,Nominatim match
"Brattle St & Fresh Pond Pkwy, Cambridge, MA","Brattle Street & Fresh Pond Parkway, Cambridge, MA",42.3761506,-71.1407648,PostGIS: Intersection brattle street & fresh pond parkway
"Concord Ave & Fresh Pond Pkwy, Cambridge, MA","Concord Avenue & Fresh Pond Parkway, Cambridge, MA",42.3865559,-71.1408925,PostGIS: Intersection concord avenue & fresh pond parkway
"0 Columbus Ave, Cambridge, MA","0 Columbus Ave, Cambridge, MA",42.4000448810188,-71.13677298983822,Nominatim match
"0 Madison St, Cambridge, MA","0 Madison St, Cambridge, MA",42.382466066477534,-71.12891000431983,Nominatim match
"Channing St & Mount Auburn St, Cambridge, MA","Channing St & Mount Auburn St, Cambridge, MA",42.3749932,-71.1352839,PostGIS: Intersection channing st & mount auburn st
"Alewife Mbta Stat & Cambridgepark Dr, Cambridge, MA","Alewife Station & Cambridgepark Drive, Cambridge, MA",42.3950799,-71.141413,PostGIS: False intersection alewife station & cambridgepark drive
"Davenport St & Orchard St, Cambridge, MA","Davenport St & Orchard St, Cambridge, MA",42.3900506,-71.1188946,PostGIS: Intersection davenport st & orchard st
"Gore St & Gore Street Park, Cambridge, MA","gore & gore street, ma",42.3193078,-71.1075392,PostGIS: Intersection gore & gore street
"400 Memorial Dr, Cambridge, MA","400 Memorial Dr, Cambridge, MA",42.356328950000005,-71.09688418059505,Nominatim match
"Elm St & Harvard St, Cambridge, MA","Elm St & Harvard St, Cambridge, MA",42.393826,-71.1208991,PostGIS: Intersection elm st & harvard st
"Massachusetts Ave & Holyoke St, Cambridge, MA","Massachusetts Ave & Holyoke St, Cambridge, MA",42.3731211,-71.1179145,PostGIS: Intersection massachusetts ave & holyoke st
"0 Portsmouth St, Cambridge, MA","0 Portsmouth St, Cambridge, MA",42.368554516764284,-71.09368137402089,Nominatim match
"0 Porter Rd, Cambridge, MA","0 Porter Rd, Cambridge, MA",42.38967841599394,-71.1211524578111,Nominatim match
"Pleasant St & Putnam Ave, Cambridge, MA","Pleasant St & Putnam Ave, Cambridge, MA",42.3601424,-71.1127706,PostGIS: Intersection pleasant st & putnam ave
"Hawthorne St & Mount Auburn St, Cambridge, MA","Hawthorne St & Mount Auburn St, Cambridge, MA",42.3696063,-71.1837668,PostGIS: False intersection hawthorne st & mount auburn st
"Jfk St & Brattle St, Cambridge, MA","John F. Kennedy Street & Brattle Street, Cambridge, MA",42.3734641,-71.119359,PostGIS: Intersection john f. kennedy street & brattle street
"0 Concord Ln, Cambridge, MA","0 Concord Ln, Cambridge, MA",42.388250433421035,-71.1419269562983,Nominatim match
"Mount Auburn St & University Rd, Cambridge, MA","Mount Auburn Street & University Road, Cambridge, MA",42.3733739,-71.1229618,PostGIS: Intersection mount auburn street & university road
"Jfk St & Memorial Dr, Cambridge, MA","John F. Kennedy Street & Memorial Drive, Cambridge, MA",42.3698047,-71.1224552,PostGIS: Intersection john f. kennedy street & memorial drive
"Harvard St & Pine St, Cambridge, MA","Harvard St & Pine St, Cambridge, MA",42.3784909,-71.1708864,PostGIS: Intersection harvard st & pine st
"0 Norfolk St, Cambridge, MA","0 Norfolk St, Cambridge, MA",42.371529499999994,-71.09722450000001,Nominatim match
"Blanche St & Massachusetts Ave, Cambridge, MA","Blanche St & Massachusetts Ave, Cambridge, MA",42.3626538,-71.0990698,PostGIS: Intersection blanche st & massachusetts ave
"Banks St & Athens St, Cambridge, MA","Banks St & Athens St, Cambridge, MA",42.3704605,-71.1144686,PostGIS: False intersection banks st & athens st
"0 Whittier St, Cambridge, MA","0 Whittier St, Cambridge, MA",42.387124999947225,-71.12648650008761,Nominatim match
"Warren St & Warren St, Cambridge, MA","Warren St & Warren St, Cambridge, MA",42.373498,-71.0879364,PostGIS: Intersection warren st & warren st
"200 Amory St, Cambridge, MA","200 Amory St, Cambridge, MA",42.37127402817395,-71.10087814599154,Nominatim match
"Harvard St & Columbia St, Cambridge, MA","Harvard St & Columbia St, Cambridge, MA",42.3669905,-71.0978511,PostGIS: Intersection harvard st & columbia st
"0 Walker St, Cambridge, MA","0 Walker St, Cambridge, MA",42.38054645161362,-71.12281696187705,Nominatim match
"0 Scott St, Cambridge, MA","0 Scott St, Cambridge, MA",42.37990828916857,-71.10912139095106,Nominatim match
"Green St & River St, Cambridge, MA","Green St & River St, Cambridge, MA",42.3651869,-71.1048711,PostGIS: Intersection green st & river st
"Sidney St & Massachusetts Ave, Cambridge, MA","Sidney St & Massachusetts Ave, Cambridge, MA",42.3629644,-71.0996101,PostGIS: Intersection sidney st & massachusetts ave
"0 St Sauveur Ct, Cambridge, MA","0 St Sauveur Ct, Cambridge, MA",42.37712714519581,-71.15317503503826,Nominatim match
"0 Grant St, Cambridge, MA","0 Grant St, Cambridge, MA",42.36960659466531,-71.1157279428147,Nominatim match
"Berkshire St & Plymouth St, Cambridge, MA","Berkshire St & Plymouth St, Cambridge, MA",42.3687543,-71.0917673,PostGIS: Intersection berkshire st & plymouth st
"0 Second St, Cambridge, MA","0 Second St, Cambridge, MA",42.36982790752476,-71.07883164982184,Nominatim match
"0 Healey St, Cambridge, MA","0 Healey St, Cambridge, MA",42.38018334590169,-71.12907155394548,Nominatim match
"0 Dover St, Cambridge, MA","0 Dover St, Cambridge, MA",42.39452824999999,-71.1270088,Nominatim match
"100 Quincy St, Cambridge, MA","100 Quincy St, Cambridge, MA",42.37635490542853,-71.11414937521612,Nominatim match
"0 Haskell St, Cambridge, MA","0 Haskell St, Cambridge, MA",42.3932201178968,-71.12693135027266,Nominatim match
"200 Appleton St, Cambridge, MA","200 Appleton St, Cambridge, MA",42.3828259,-71.13310865419189,Nominatim match
"Chauncy St & Langdon St, Cambridge, MA","Chauncy St & Langdon St, Cambridge, MA",42.3797769,-71.121546,PostGIS: Intersection chauncy st & langdon st
"Putnam Ave & Green St, Cambridge, MA","Putnam Ave & Green St, Cambridge, MA",42.369284438648236,-71.11344512564388,PostGIS: Intersection putnam ave & green st
"Richdale Ave & Walden St, Cambridge, MA","Richdale Ave & Walden St, Cambridge, MA",42.3889224,-71.1250252,PostGIS: Intersection richdale ave & walden st
"100 Creighton St, Cambridge, MA","100 Creighton St, Cambridge, MA",42.39012267411273,-71.12296625692991,Nominatim match
"Massachusetts Ave & Dudley St, Cambridge, MA","Massachusetts Ave & Dudley St, Cambridge, MA",42.3966494,-71.1293159,PostGIS: Intersection massachusetts ave & dudley st
"Bishop Allen Dr & Inman St, Cambridge, MA","Bishop Allen Dr & Inman St, Cambridge, MA",42.3673414,-71.1048179,PostGIS: Intersection bishop allen dr & inman st
"300 Brattle St, Cambridge, MA","300 Brattle St, Cambridge, MA",42.3775096,-71.13175703159447,Nominatim match
"200 Lakeview Ave, Cambridge, MA","200 Lakeview Ave, Cambridge, MA",42.38199935,-71.14065304826025,Nominatim match
"0 Gerrys Landing Rd, Cambridge, MA","0 Gerry's Landing Road, Cambridge, MA",42.37430673666868,-71.13641475963644,Nominatim match
"Main St & Vassar St, Cambridge, MA","Main St & Vassar St, Cambridge, MA",42.3627194,-71.0899422,PostGIS: Intersection main st & vassar st
"Clinton St & Harvard St, Cambridge, MA","Clinton St & Harvard St, Cambridge, MA",42.3694614,-71.1050389,PostGIS: Intersection clinton st & harvard st
"Fresh Pond Ln & Larchwood Dr, Cambridge, MA","Fresh Pond Lane & Larchwood Drive, Cambridge, MA",42.3786341,-71.1451317,PostGIS: Intersection fresh pond lane & larchwood drive
"Quincy St & Quincy St, Cambridge, MA","Quincy St & Quincy St, Cambridge, MA",42.3760634,-71.1142121,PostGIS: Intersection quincy st & quincy st
"600 Franklin St, Cambridge, MA","600 Franklin St, Cambridge, MA",42.366655098586584,-71.10881578184949,Nominatim match
